ID_JOUR	LB_JOUR	LB_JOUR_DE_LA_SEMAINE	ID_SEMAINE	LB_SEMAINE	ID_MOIS	LB_MOIS	ID_ANNEE
20070101	2007-01-01	Monday    	200701	Week 1/2007 	200701	January   	2007
20070102	2007-01-02	Tuesday   	200701	Week 1/2007 	200701	January   	2007
20070103	2007-01-03	Wednesday 	200701	Week 1/2007 	200701	January   	2007
20070104	2007-01-04	Thursday  	200701	Week 1/2007 	200701	January   	2007
20070105	2007-01-05	Friday    	200701	Week 1/2007 	200701	January   	2007
20070106	2007-01-06	Saturday  	200701	Week 1/2007 	200701	January   	2007
20070107	2007-01-07	Sunday    	200701	Week 1/2007 	200701	January   	2007
20070108	2007-01-08	Monday    	200702	Week 2/2007 	200701	January   	2007
20070109	2007-01-09	Tuesday   	200702	Week 2/2007 	200701	January   	2007
20070110	2007-01-10	Wednesday 	200702	Week 2/2007 	200701	January   	2007
20070111	2007-01-11	Thursday  	200702	Week 2/2007 	200701	January   	2007
20070112	2007-01-12	Friday    	200702	Week 2/2007 	200701	January   	2007
20070113	2007-01-13	Saturday  	200702	Week 2/2007 	200701	January   	2007
20070114	2007-01-14	Sunday    	200702	Week 2/2007 	200701	January   	2007
20070115	2007-01-15	Monday    	200703	Week 3/2007 	200701	January   	2007
20070116	2007-01-16	Tuesday   	200703	Week 3/2007 	200701	January   	2007
20070117	2007-01-17	Wednesday 	200703	Week 3/2007 	200701	January   	2007
20070118	2007-01-18	Thursday  	200703	Week 3/2007 	200701	January   	2007
20070119	2007-01-19	Friday    	200703	Week 3/2007 	200701	January   	2007
20070120	2007-01-20	Saturday  	200703	Week 3/2007 	200701	January   	2007
20070121	2007-01-21	Sunday    	200703	Week 3/2007 	200701	January   	2007
20070122	2007-01-22	Monday    	200704	Week 4/2007 	200701	January   	2007
20070123	2007-01-23	Tuesday   	200704	Week 4/2007 	200701	January   	2007
20070124	2007-01-24	Wednesday 	200704	Week 4/2007 	200701	January   	2007
20070125	2007-01-25	Thursday  	200704	Week 4/2007 	200701	January   	2007
20070126	2007-01-26	Friday    	200704	Week 4/2007 	200701	January   	2007
20070127	2007-01-27	Saturday  	200704	Week 4/2007 	200701	January   	2007
20070128	2007-01-28	Sunday    	200704	Week 4/2007 	200701	January   	2007
20070129	2007-01-29	Monday    	200705	Week 5/2007 	200701	January   	2007
20070130	2007-01-30	Tuesday   	200705	Week 5/2007 	200701	January   	2007
20070131	2007-01-31	Wednesday 	200705	Week 5/2007 	200701	January   	2007
20070201	2007-02-01	Thursday  	200705	Week 5/2007 	200702	February  	2007
20070202	2007-02-02	Friday    	200705	Week 5/2007 	200702	February  	2007
20070203	2007-02-03	Saturday  	200705	Week 5/2007 	200702	February  	2007
20070204	2007-02-04	Sunday    	200705	Week 5/2007 	200702	February  	2007
20070205	2007-02-05	Monday    	200706	Week 6/2007 	200702	February  	2007
20070206	2007-02-06	Tuesday   	200706	Week 6/2007 	200702	February  	2007
20070207	2007-02-07	Wednesday 	200706	Week 6/2007 	200702	February  	2007
20070208	2007-02-08	Thursday  	200706	Week 6/2007 	200702	February  	2007
20070209	2007-02-09	Friday    	200706	Week 6/2007 	200702	February  	2007
20070210	2007-02-10	Saturday  	200706	Week 6/2007 	200702	February  	2007
20070211	2007-02-11	Sunday    	200706	Week 6/2007 	200702	February  	2007
20070212	2007-02-12	Monday    	200707	Week 7/2007 	200702	February  	2007
20070213	2007-02-13	Tuesday   	200707	Week 7/2007 	200702	February  	2007
20070214	2007-02-14	Wednesday 	200707	Week 7/2007 	200702	February  	2007
20070215	2007-02-15	Thursday  	200707	Week 7/2007 	200702	February  	2007
20070216	2007-02-16	Friday    	200707	Week 7/2007 	200702	February  	2007
20070217	2007-02-17	Saturday  	200707	Week 7/2007 	200702	February  	2007
20070218	2007-02-18	Sunday    	200707	Week 7/2007 	200702	February  	2007
20070219	2007-02-19	Monday    	200708	Week 8/2007 	200702	February  	2007
20070220	2007-02-20	Tuesday   	200708	Week 8/2007 	200702	February  	2007
20070221	2007-02-21	Wednesday 	200708	Week 8/2007 	200702	February  	2007
20070222	2007-02-22	Thursday  	200708	Week 8/2007 	200702	February  	2007
20070223	2007-02-23	Friday    	200708	Week 8/2007 	200702	February  	2007
20070224	2007-02-24	Saturday  	200708	Week 8/2007 	200702	February  	2007
20070225	2007-02-25	Sunday    	200708	Week 8/2007 	200702	February  	2007
20070226	2007-02-26	Monday    	200709	Week 9/2007 	200702	February  	2007
20070227	2007-02-27	Tuesday   	200709	Week 9/2007 	200702	February  	2007
20070228	2007-02-28	Wednesday 	200709	Week 9/2007 	200702	February  	2007
20070301	2007-03-01	Thursday  	200709	Week 9/2007 	200703	March     	2007
20070302	2007-03-02	Friday    	200709	Week 9/2007 	200703	March     	2007
20070303	2007-03-03	Saturday  	200709	Week 9/2007 	200703	March     	2007
20070304	2007-03-04	Sunday    	200709	Week 9/2007 	200703	March     	2007
20070305	2007-03-05	Monday    	200710	Week 10/2007	200703	March     	2007
20070306	2007-03-06	Tuesday   	200710	Week 10/2007	200703	March     	2007
20070307	2007-03-07	Wednesday 	200710	Week 10/2007	200703	March     	2007
20070308	2007-03-08	Thursday  	200710	Week 10/2007	200703	March     	2007
20070309	2007-03-09	Friday    	200710	Week 10/2007	200703	March     	2007
20070310	2007-03-10	Saturday  	200710	Week 10/2007	200703	March     	2007
20070311	2007-03-11	Sunday    	200710	Week 10/2007	200703	March     	2007
20070312	2007-03-12	Monday    	200711	Week 11/2007	200703	March     	2007
20070313	2007-03-13	Tuesday   	200711	Week 11/2007	200703	March     	2007
20070314	2007-03-14	Wednesday 	200711	Week 11/2007	200703	March     	2007
20070315	2007-03-15	Thursday  	200711	Week 11/2007	200703	March     	2007
20070316	2007-03-16	Friday    	200711	Week 11/2007	200703	March     	2007
20070317	2007-03-17	Saturday  	200711	Week 11/2007	200703	March     	2007
20070318	2007-03-18	Sunday    	200711	Week 11/2007	200703	March     	2007
20070319	2007-03-19	Monday    	200712	Week 12/2007	200703	March     	2007
20070320	2007-03-20	Tuesday   	200712	Week 12/2007	200703	March     	2007
20070321	2007-03-21	Wednesday 	200712	Week 12/2007	200703	March     	2007
20070322	2007-03-22	Thursday  	200712	Week 12/2007	200703	March     	2007
20070323	2007-03-23	Friday    	200712	Week 12/2007	200703	March     	2007
20070324	2007-03-24	Saturday  	200712	Week 12/2007	200703	March     	2007
20070325	2007-03-25	Sunday    	200712	Week 12/2007	200703	March     	2007
20070326	2007-03-26	Monday    	200713	Week 13/2007	200703	March     	2007
20070327	2007-03-27	Tuesday   	200713	Week 13/2007	200703	March     	2007
20070328	2007-03-28	Wednesday 	200713	Week 13/2007	200703	March     	2007
20070329	2007-03-29	Thursday  	200713	Week 13/2007	200703	March     	2007
20070330	2007-03-30	Friday    	200713	Week 13/2007	200703	March     	2007
20070331	2007-03-31	Saturday  	200713	Week 13/2007	200703	March     	2007
20070401	2007-04-01	Sunday    	200713	Week 13/2007	200704	April     	2007
20070402	2007-04-02	Monday    	200714	Week 14/2007	200704	April     	2007
20070403	2007-04-03	Tuesday   	200714	Week 14/2007	200704	April     	2007
20070404	2007-04-04	Wednesday 	200714	Week 14/2007	200704	April     	2007
20070405	2007-04-05	Thursday  	200714	Week 14/2007	200704	April     	2007
20070406	2007-04-06	Friday    	200714	Week 14/2007	200704	April     	2007
20070407	2007-04-07	Saturday  	200714	Week 14/2007	200704	April     	2007
20070408	2007-04-08	Sunday    	200714	Week 14/2007	200704	April     	2007
20070409	2007-04-09	Monday    	200715	Week 15/2007	200704	April     	2007
20070410	2007-04-10	Tuesday   	200715	Week 15/2007	200704	April     	2007
20070411	2007-04-11	Wednesday 	200715	Week 15/2007	200704	April     	2007
20070412	2007-04-12	Thursday  	200715	Week 15/2007	200704	April     	2007
20070413	2007-04-13	Friday    	200715	Week 15/2007	200704	April     	2007
20070414	2007-04-14	Saturday  	200715	Week 15/2007	200704	April     	2007
20070415	2007-04-15	Sunday    	200715	Week 15/2007	200704	April     	2007
20070416	2007-04-16	Monday    	200716	Week 16/2007	200704	April     	2007
20070417	2007-04-17	Tuesday   	200716	Week 16/2007	200704	April     	2007
20070418	2007-04-18	Wednesday 	200716	Week 16/2007	200704	April     	2007
20070419	2007-04-19	Thursday  	200716	Week 16/2007	200704	April     	2007
20070420	2007-04-20	Friday    	200716	Week 16/2007	200704	April     	2007
20070421	2007-04-21	Saturday  	200716	Week 16/2007	200704	April     	2007
20070422	2007-04-22	Sunday    	200716	Week 16/2007	200704	April     	2007
20070423	2007-04-23	Monday    	200717	Week 17/2007	200704	April     	2007
20070424	2007-04-24	Tuesday   	200717	Week 17/2007	200704	April     	2007
20070425	2007-04-25	Wednesday 	200717	Week 17/2007	200704	April     	2007
20070426	2007-04-26	Thursday  	200717	Week 17/2007	200704	April     	2007
20070427	2007-04-27	Friday    	200717	Week 17/2007	200704	April     	2007
20070428	2007-04-28	Saturday  	200717	Week 17/2007	200704	April     	2007
20070429	2007-04-29	Sunday    	200717	Week 17/2007	200704	April     	2007
20070430	2007-04-30	Monday    	200718	Week 18/2007	200704	April     	2007
20070501	2007-05-01	Tuesday   	200718	Week 18/2007	200705	May       	2007
20070502	2007-05-02	Wednesday 	200718	Week 18/2007	200705	May       	2007
20070503	2007-05-03	Thursday  	200718	Week 18/2007	200705	May       	2007
20070504	2007-05-04	Friday    	200718	Week 18/2007	200705	May       	2007
20070505	2007-05-05	Saturday  	200718	Week 18/2007	200705	May       	2007
20070506	2007-05-06	Sunday    	200718	Week 18/2007	200705	May       	2007
20070507	2007-05-07	Monday    	200719	Week 19/2007	200705	May       	2007
20070508	2007-05-08	Tuesday   	200719	Week 19/2007	200705	May       	2007
20070509	2007-05-09	Wednesday 	200719	Week 19/2007	200705	May       	2007
20070510	2007-05-10	Thursday  	200719	Week 19/2007	200705	May       	2007
20070511	2007-05-11	Friday    	200719	Week 19/2007	200705	May       	2007
20070512	2007-05-12	Saturday  	200719	Week 19/2007	200705	May       	2007
20070513	2007-05-13	Sunday    	200719	Week 19/2007	200705	May       	2007
20070514	2007-05-14	Monday    	200720	Week 20/2007	200705	May       	2007
20070515	2007-05-15	Tuesday   	200720	Week 20/2007	200705	May       	2007
20070516	2007-05-16	Wednesday 	200720	Week 20/2007	200705	May       	2007
20070517	2007-05-17	Thursday  	200720	Week 20/2007	200705	May       	2007
20070518	2007-05-18	Friday    	200720	Week 20/2007	200705	May       	2007
20070519	2007-05-19	Saturday  	200720	Week 20/2007	200705	May       	2007
20070520	2007-05-20	Sunday    	200720	Week 20/2007	200705	May       	2007
20070521	2007-05-21	Monday    	200721	Week 21/2007	200705	May       	2007
20070522	2007-05-22	Tuesday   	200721	Week 21/2007	200705	May       	2007
20070523	2007-05-23	Wednesday 	200721	Week 21/2007	200705	May       	2007
20070524	2007-05-24	Thursday  	200721	Week 21/2007	200705	May       	2007
20070525	2007-05-25	Friday    	200721	Week 21/2007	200705	May       	2007
20070526	2007-05-26	Saturday  	200721	Week 21/2007	200705	May       	2007
20070527	2007-05-27	Sunday    	200721	Week 21/2007	200705	May       	2007
20070528	2007-05-28	Monday    	200722	Week 22/2007	200705	May       	2007
20070529	2007-05-29	Tuesday   	200722	Week 22/2007	200705	May       	2007
20070530	2007-05-30	Wednesday 	200722	Week 22/2007	200705	May       	2007
20070531	2007-05-31	Thursday  	200722	Week 22/2007	200705	May       	2007
20070601	2007-06-01	Friday    	200722	Week 22/2007	200706	June      	2007
20070602	2007-06-02	Saturday  	200722	Week 22/2007	200706	June      	2007
20070603	2007-06-03	Sunday    	200722	Week 22/2007	200706	June      	2007
20070604	2007-06-04	Monday    	200723	Week 23/2007	200706	June      	2007
20070605	2007-06-05	Tuesday   	200723	Week 23/2007	200706	June      	2007
20070606	2007-06-06	Wednesday 	200723	Week 23/2007	200706	June      	2007
20070607	2007-06-07	Thursday  	200723	Week 23/2007	200706	June      	2007
20070608	2007-06-08	Friday    	200723	Week 23/2007	200706	June      	2007
20070609	2007-06-09	Saturday  	200723	Week 23/2007	200706	June      	2007
20070610	2007-06-10	Sunday    	200723	Week 23/2007	200706	June      	2007
20070611	2007-06-11	Monday    	200724	Week 24/2007	200706	June      	2007
20070612	2007-06-12	Tuesday   	200724	Week 24/2007	200706	June      	2007
20070613	2007-06-13	Wednesday 	200724	Week 24/2007	200706	June      	2007
20070614	2007-06-14	Thursday  	200724	Week 24/2007	200706	June      	2007
20070615	2007-06-15	Friday    	200724	Week 24/2007	200706	June      	2007
20070616	2007-06-16	Saturday  	200724	Week 24/2007	200706	June      	2007
20070617	2007-06-17	Sunday    	200724	Week 24/2007	200706	June      	2007
20070618	2007-06-18	Monday    	200725	Week 25/2007	200706	June      	2007
20070619	2007-06-19	Tuesday   	200725	Week 25/2007	200706	June      	2007
20070620	2007-06-20	Wednesday 	200725	Week 25/2007	200706	June      	2007
20070621	2007-06-21	Thursday  	200725	Week 25/2007	200706	June      	2007
20070622	2007-06-22	Friday    	200725	Week 25/2007	200706	June      	2007
20070623	2007-06-23	Saturday  	200725	Week 25/2007	200706	June      	2007
20070624	2007-06-24	Sunday    	200725	Week 25/2007	200706	June      	2007
20070625	2007-06-25	Monday    	200726	Week 26/2007	200706	June      	2007
20070626	2007-06-26	Tuesday   	200726	Week 26/2007	200706	June      	2007
20070627	2007-06-27	Wednesday 	200726	Week 26/2007	200706	June      	2007
20070628	2007-06-28	Thursday  	200726	Week 26/2007	200706	June      	2007
20070629	2007-06-29	Friday    	200726	Week 26/2007	200706	June      	2007
20070630	2007-06-30	Saturday  	200726	Week 26/2007	200706	June      	2007
20070701	2007-07-01	Sunday    	200726	Week 26/2007	200707	July      	2007
20070702	2007-07-02	Monday    	200727	Week 27/2007	200707	July      	2007
20070703	2007-07-03	Tuesday   	200727	Week 27/2007	200707	July      	2007
20070704	2007-07-04	Wednesday 	200727	Week 27/2007	200707	July      	2007
20070705	2007-07-05	Thursday  	200727	Week 27/2007	200707	July      	2007
20070706	2007-07-06	Friday    	200727	Week 27/2007	200707	July      	2007
20070707	2007-07-07	Saturday  	200727	Week 27/2007	200707	July      	2007
20070708	2007-07-08	Sunday    	200727	Week 27/2007	200707	July      	2007
20070709	2007-07-09	Monday    	200728	Week 28/2007	200707	July      	2007
20070710	2007-07-10	Tuesday   	200728	Week 28/2007	200707	July      	2007
20070711	2007-07-11	Wednesday 	200728	Week 28/2007	200707	July      	2007
20070712	2007-07-12	Thursday  	200728	Week 28/2007	200707	July      	2007
20070713	2007-07-13	Friday    	200728	Week 28/2007	200707	July      	2007
20070714	2007-07-14	Saturday  	200728	Week 28/2007	200707	July      	2007
20070715	2007-07-15	Sunday    	200728	Week 28/2007	200707	July      	2007
20070716	2007-07-16	Monday    	200729	Week 29/2007	200707	July      	2007
20070717	2007-07-17	Tuesday   	200729	Week 29/2007	200707	July      	2007
20070718	2007-07-18	Wednesday 	200729	Week 29/2007	200707	July      	2007
20070719	2007-07-19	Thursday  	200729	Week 29/2007	200707	July      	2007
20070720	2007-07-20	Friday    	200729	Week 29/2007	200707	July      	2007
20070721	2007-07-21	Saturday  	200729	Week 29/2007	200707	July      	2007
20070722	2007-07-22	Sunday    	200729	Week 29/2007	200707	July      	2007
20070723	2007-07-23	Monday    	200730	Week 30/2007	200707	July      	2007
20070724	2007-07-24	Tuesday   	200730	Week 30/2007	200707	July      	2007
20070725	2007-07-25	Wednesday 	200730	Week 30/2007	200707	July      	2007
20070726	2007-07-26	Thursday  	200730	Week 30/2007	200707	July      	2007
20070727	2007-07-27	Friday    	200730	Week 30/2007	200707	July      	2007
20070728	2007-07-28	Saturday  	200730	Week 30/2007	200707	July      	2007
20070729	2007-07-29	Sunday    	200730	Week 30/2007	200707	July      	2007
20070730	2007-07-30	Monday    	200731	Week 31/2007	200707	July      	2007
20070731	2007-07-31	Tuesday   	200731	Week 31/2007	200707	July      	2007
20070801	2007-08-01	Wednesday 	200731	Week 31/2007	200708	August    	2007
20070802	2007-08-02	Thursday  	200731	Week 31/2007	200708	August    	2007
20070803	2007-08-03	Friday    	200731	Week 31/2007	200708	August    	2007
20070804	2007-08-04	Saturday  	200731	Week 31/2007	200708	August    	2007
20070805	2007-08-05	Sunday    	200731	Week 31/2007	200708	August    	2007
20070806	2007-08-06	Monday    	200732	Week 32/2007	200708	August    	2007
20070807	2007-08-07	Tuesday   	200732	Week 32/2007	200708	August    	2007
20070808	2007-08-08	Wednesday 	200732	Week 32/2007	200708	August    	2007
20070809	2007-08-09	Thursday  	200732	Week 32/2007	200708	August    	2007
20070810	2007-08-10	Friday    	200732	Week 32/2007	200708	August    	2007
20070811	2007-08-11	Saturday  	200732	Week 32/2007	200708	August    	2007
20070812	2007-08-12	Sunday    	200732	Week 32/2007	200708	August    	2007
20070813	2007-08-13	Monday    	200733	Week 33/2007	200708	August    	2007
20070814	2007-08-14	Tuesday   	200733	Week 33/2007	200708	August    	2007
20070815	2007-08-15	Wednesday 	200733	Week 33/2007	200708	August    	2007
20070816	2007-08-16	Thursday  	200733	Week 33/2007	200708	August    	2007
20070817	2007-08-17	Friday    	200733	Week 33/2007	200708	August    	2007
20070818	2007-08-18	Saturday  	200733	Week 33/2007	200708	August    	2007
20070819	2007-08-19	Sunday    	200733	Week 33/2007	200708	August    	2007
20070820	2007-08-20	Monday    	200734	Week 34/2007	200708	August    	2007
20070821	2007-08-21	Tuesday   	200734	Week 34/2007	200708	August    	2007
20070822	2007-08-22	Wednesday 	200734	Week 34/2007	200708	August    	2007
20070823	2007-08-23	Thursday  	200734	Week 34/2007	200708	August    	2007
20070824	2007-08-24	Friday    	200734	Week 34/2007	200708	August    	2007
20070825	2007-08-25	Saturday  	200734	Week 34/2007	200708	August    	2007
20070826	2007-08-26	Sunday    	200734	Week 34/2007	200708	August    	2007
20070827	2007-08-27	Monday    	200735	Week 35/2007	200708	August    	2007
20070828	2007-08-28	Tuesday   	200735	Week 35/2007	200708	August    	2007
20070829	2007-08-29	Wednesday 	200735	Week 35/2007	200708	August    	2007
20070830	2007-08-30	Thursday  	200735	Week 35/2007	200708	August    	2007
20070831	2007-08-31	Friday    	200735	Week 35/2007	200708	August    	2007
20070901	2007-09-01	Saturday  	200735	Week 35/2007	200709	September 	2007
20070902	2007-09-02	Sunday    	200735	Week 35/2007	200709	September 	2007
20070903	2007-09-03	Monday    	200736	Week 36/2007	200709	September 	2007
20070904	2007-09-04	Tuesday   	200736	Week 36/2007	200709	September 	2007
20070905	2007-09-05	Wednesday 	200736	Week 36/2007	200709	September 	2007
20070906	2007-09-06	Thursday  	200736	Week 36/2007	200709	September 	2007
20070907	2007-09-07	Friday    	200736	Week 36/2007	200709	September 	2007
20070908	2007-09-08	Saturday  	200736	Week 36/2007	200709	September 	2007
20070909	2007-09-09	Sunday    	200736	Week 36/2007	200709	September 	2007
20070910	2007-09-10	Monday    	200737	Week 37/2007	200709	September 	2007
20070911	2007-09-11	Tuesday   	200737	Week 37/2007	200709	September 	2007
20070912	2007-09-12	Wednesday 	200737	Week 37/2007	200709	September 	2007
20070913	2007-09-13	Thursday  	200737	Week 37/2007	200709	September 	2007
20070914	2007-09-14	Friday    	200737	Week 37/2007	200709	September 	2007
20070915	2007-09-15	Saturday  	200737	Week 37/2007	200709	September 	2007
20070916	2007-09-16	Sunday    	200737	Week 37/2007	200709	September 	2007
20070917	2007-09-17	Monday    	200738	Week 38/2007	200709	September 	2007
20070918	2007-09-18	Tuesday   	200738	Week 38/2007	200709	September 	2007
20070919	2007-09-19	Wednesday 	200738	Week 38/2007	200709	September 	2007
20070920	2007-09-20	Thursday  	200738	Week 38/2007	200709	September 	2007
20070921	2007-09-21	Friday    	200738	Week 38/2007	200709	September 	2007
20070922	2007-09-22	Saturday  	200738	Week 38/2007	200709	September 	2007
20070923	2007-09-23	Sunday    	200738	Week 38/2007	200709	September 	2007
20070924	2007-09-24	Monday    	200739	Week 39/2007	200709	September 	2007
20070925	2007-09-25	Tuesday   	200739	Week 39/2007	200709	September 	2007
20070926	2007-09-26	Wednesday 	200739	Week 39/2007	200709	September 	2007
20070927	2007-09-27	Thursday  	200739	Week 39/2007	200709	September 	2007
20070928	2007-09-28	Friday    	200739	Week 39/2007	200709	September 	2007
20070929	2007-09-29	Saturday  	200739	Week 39/2007	200709	September 	2007
20070930	2007-09-30	Sunday    	200739	Week 39/2007	200709	September 	2007
20071001	2007-10-01	Monday    	200740	Week 40/2007	200710	October   	2007
20071002	2007-10-02	Tuesday   	200740	Week 40/2007	200710	October   	2007
20071003	2007-10-03	Wednesday 	200740	Week 40/2007	200710	October   	2007
20071004	2007-10-04	Thursday  	200740	Week 40/2007	200710	October   	2007
20071005	2007-10-05	Friday    	200740	Week 40/2007	200710	October   	2007
20071006	2007-10-06	Saturday  	200740	Week 40/2007	200710	October   	2007
20071007	2007-10-07	Sunday    	200740	Week 40/2007	200710	October   	2007
20071008	2007-10-08	Monday    	200741	Week 41/2007	200710	October   	2007
20071009	2007-10-09	Tuesday   	200741	Week 41/2007	200710	October   	2007
20071010	2007-10-10	Wednesday 	200741	Week 41/2007	200710	October   	2007
20071011	2007-10-11	Thursday  	200741	Week 41/2007	200710	October   	2007
20071012	2007-10-12	Friday    	200741	Week 41/2007	200710	October   	2007
20071013	2007-10-13	Saturday  	200741	Week 41/2007	200710	October   	2007
20071014	2007-10-14	Sunday    	200741	Week 41/2007	200710	October   	2007
20071015	2007-10-15	Monday    	200742	Week 42/2007	200710	October   	2007
20071016	2007-10-16	Tuesday   	200742	Week 42/2007	200710	October   	2007
20071017	2007-10-17	Wednesday 	200742	Week 42/2007	200710	October   	2007
20071018	2007-10-18	Thursday  	200742	Week 42/2007	200710	October   	2007
20071019	2007-10-19	Friday    	200742	Week 42/2007	200710	October   	2007
20071020	2007-10-20	Saturday  	200742	Week 42/2007	200710	October   	2007
20071021	2007-10-21	Sunday    	200742	Week 42/2007	200710	October   	2007
20071022	2007-10-22	Monday    	200743	Week 43/2007	200710	October   	2007
20071023	2007-10-23	Tuesday   	200743	Week 43/2007	200710	October   	2007
20071024	2007-10-24	Wednesday 	200743	Week 43/2007	200710	October   	2007
20071025	2007-10-25	Thursday  	200743	Week 43/2007	200710	October   	2007
20071026	2007-10-26	Friday    	200743	Week 43/2007	200710	October   	2007
20071027	2007-10-27	Saturday  	200743	Week 43/2007	200710	October   	2007
20071028	2007-10-28	Sunday    	200743	Week 43/2007	200710	October   	2007
20071029	2007-10-29	Monday    	200744	Week 44/2007	200710	October   	2007
20071030	2007-10-30	Tuesday   	200744	Week 44/2007	200710	October   	2007
20071031	2007-10-31	Wednesday 	200744	Week 44/2007	200710	October   	2007
20071101	2007-11-01	Thursday  	200744	Week 44/2007	200711	November  	2007
20071102	2007-11-02	Friday    	200744	Week 44/2007	200711	November  	2007
20071103	2007-11-03	Saturday  	200744	Week 44/2007	200711	November  	2007
20071104	2007-11-04	Sunday    	200744	Week 44/2007	200711	November  	2007
20071105	2007-11-05	Monday    	200745	Week 45/2007	200711	November  	2007
20071106	2007-11-06	Tuesday   	200745	Week 45/2007	200711	November  	2007
20071107	2007-11-07	Wednesday 	200745	Week 45/2007	200711	November  	2007
20071108	2007-11-08	Thursday  	200745	Week 45/2007	200711	November  	2007
20071109	2007-11-09	Friday    	200745	Week 45/2007	200711	November  	2007
20071110	2007-11-10	Saturday  	200745	Week 45/2007	200711	November  	2007
20071111	2007-11-11	Sunday    	200745	Week 45/2007	200711	November  	2007
20071112	2007-11-12	Monday    	200746	Week 46/2007	200711	November  	2007
20071113	2007-11-13	Tuesday   	200746	Week 46/2007	200711	November  	2007
20071114	2007-11-14	Wednesday 	200746	Week 46/2007	200711	November  	2007
20071115	2007-11-15	Thursday  	200746	Week 46/2007	200711	November  	2007
20071116	2007-11-16	Friday    	200746	Week 46/2007	200711	November  	2007
20071117	2007-11-17	Saturday  	200746	Week 46/2007	200711	November  	2007
20071118	2007-11-18	Sunday    	200746	Week 46/2007	200711	November  	2007
20071119	2007-11-19	Monday    	200747	Week 47/2007	200711	November  	2007
20071120	2007-11-20	Tuesday   	200747	Week 47/2007	200711	November  	2007
20071121	2007-11-21	Wednesday 	200747	Week 47/2007	200711	November  	2007
20071122	2007-11-22	Thursday  	200747	Week 47/2007	200711	November  	2007
20071123	2007-11-23	Friday    	200747	Week 47/2007	200711	November  	2007
20071124	2007-11-24	Saturday  	200747	Week 47/2007	200711	November  	2007
20071125	2007-11-25	Sunday    	200747	Week 47/2007	200711	November  	2007
20071126	2007-11-26	Monday    	200748	Week 48/2007	200711	November  	2007
20071127	2007-11-27	Tuesday   	200748	Week 48/2007	200711	November  	2007
20071128	2007-11-28	Wednesday 	200748	Week 48/2007	200711	November  	2007
20071129	2007-11-29	Thursday  	200748	Week 48/2007	200711	November  	2007
20071130	2007-11-30	Friday    	200748	Week 48/2007	200711	November  	2007
20071201	2007-12-01	Saturday  	200748	Week 48/2007	200712	December  	2007
20071202	2007-12-02	Sunday    	200748	Week 48/2007	200712	December  	2007
20071203	2007-12-03	Monday    	200749	Week 49/2007	200712	December  	2007
20071204	2007-12-04	Tuesday   	200749	Week 49/2007	200712	December  	2007
20071205	2007-12-05	Wednesday 	200749	Week 49/2007	200712	December  	2007
20071206	2007-12-06	Thursday  	200749	Week 49/2007	200712	December  	2007
20071207	2007-12-07	Friday    	200749	Week 49/2007	200712	December  	2007
20071208	2007-12-08	Saturday  	200749	Week 49/2007	200712	December  	2007
20071209	2007-12-09	Sunday    	200749	Week 49/2007	200712	December  	2007
20071210	2007-12-10	Monday    	200750	Week 50/2007	200712	December  	2007
20071211	2007-12-11	Tuesday   	200750	Week 50/2007	200712	December  	2007
20071212	2007-12-12	Wednesday 	200750	Week 50/2007	200712	December  	2007
20071213	2007-12-13	Thursday  	200750	Week 50/2007	200712	December  	2007
20071214	2007-12-14	Friday    	200750	Week 50/2007	200712	December  	2007
20071215	2007-12-15	Saturday  	200750	Week 50/2007	200712	December  	2007
20071216	2007-12-16	Sunday    	200750	Week 50/2007	200712	December  	2007
20071217	2007-12-17	Monday    	200751	Week 51/2007	200712	December  	2007
20071218	2007-12-18	Tuesday   	200751	Week 51/2007	200712	December  	2007
20071219	2007-12-19	Wednesday 	200751	Week 51/2007	200712	December  	2007
20071220	2007-12-20	Thursday  	200751	Week 51/2007	200712	December  	2007
20071221	2007-12-21	Friday    	200751	Week 51/2007	200712	December  	2007
20071222	2007-12-22	Saturday  	200751	Week 51/2007	200712	December  	2007
20071223	2007-12-23	Sunday    	200751	Week 51/2007	200712	December  	2007
20071224	2007-12-24	Monday    	200752	Week 52/2007	200712	December  	2007
20071225	2007-12-25	Tuesday   	200752	Week 52/2007	200712	December  	2007
20071226	2007-12-26	Wednesday 	200752	Week 52/2007	200712	December  	2007
20071227	2007-12-27	Thursday  	200752	Week 52/2007	200712	December  	2007
20071228	2007-12-28	Friday    	200752	Week 52/2007	200712	December  	2007
20071229	2007-12-29	Saturday  	200752	Week 52/2007	200712	December  	2007
20071230	2007-12-30	Sunday    	200752	Week 52/2007	200712	December  	2007
20071231	2007-12-31	Monday    	200753	Week 53/2007	200712	December  	2007
20080101	2008-01-01	Tuesday   	200801	Week 1/2008 	200801	January   	2008
20080102	2008-01-02	Wednesday 	200801	Week 1/2008 	200801	January   	2008
20080103	2008-01-03	Thursday  	200801	Week 1/2008 	200801	January   	2008
20080104	2008-01-04	Friday    	200801	Week 1/2008 	200801	January   	2008
20080105	2008-01-05	Saturday  	200801	Week 1/2008 	200801	January   	2008
20080106	2008-01-06	Sunday    	200801	Week 1/2008 	200801	January   	2008
20080107	2008-01-07	Monday    	200802	Week 2/2008 	200801	January   	2008
20080108	2008-01-08	Tuesday   	200802	Week 2/2008 	200801	January   	2008
20080109	2008-01-09	Wednesday 	200802	Week 2/2008 	200801	January   	2008
