NM_CLSSFAM	NM_LSSFAM	NM_CLFAM	NM_LFAM	NM_CLRAY	NM_LRAY	NM_CLSEC	NM_LSEC	NM_CLFIL	NM_LFIL
0425054555	EXT HAUTE LACET FEMME         	04250545	EXTERIEUR FEMME               	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425054560	EXT HAUTE VELCRO FEMME        	04250545	EXTERIEUR FEMME               	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425054565	EXT HAUTE ZIP FEMME           	04250545	EXTERIEUR FEMME               	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425054570	EXT HAUTE BOUCLE FEMME        	04250545	EXTERIEUR FEMME               	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425054575	BOTTE EXT FEMME               	04250545	EXTERIEUR FEMME               	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425054580	EXT CONFORT FEMME             	04250545	EXTERIEUR FEMME               	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425054585	EXT. ESPADRILLE FEMME         	04250545	EXTERIEUR FEMME               	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425054586	EXT. TONG FEMME               	04250545	EXTERIEUR FEMME               	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425054587	EXT. BOTTE PLUIE, NEIGE FEMME 	04250545	EXTERIEUR FEMME               	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425054588	EXT. SABOT DE JARDIN FEMME    	04250545	EXTERIEUR FEMME               	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425054598	DIR - EXTERIEUR FEMME         	04250545	EXTERIEUR FEMME               	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425055005	MOCASSIN DETENTE NE + UTILISER	04250550	DETENTE HOMME NE + UTILISER   	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425055010	DET. BASSE ELASTIQUENE + UTILI	04250550	DETENTE HOMME NE + UTILISER   	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425055015	DET. BASSE LACET NE + UTILISER	04250550	DETENTE HOMME NE + UTILISER   	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425055020	DET. BASSE VELCRO NE + UTILISE	04250550	DETENTE HOMME NE + UTILISER   	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425055025	DET. BASSE ZIP NE + UTILISER  	04250550	DETENTE HOMME NE + UTILISER   	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425055030	DET. BASSE BOUCLE NE + UTILISE	04250550	DETENTE HOMME NE + UTILISER   	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425055035	SAND ELASTIQ DET NE + UTILISER	04250550	DETENTE HOMME NE + UTILISER   	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425055040	SAND VELCRO DET NE + UTILISER 	04250550	DETENTE HOMME NE + UTILISER   	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425055045	SAND BOUCLE DET NE + UTILISER 	04250550	DETENTE HOMME NE + UTILISER   	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425055050	DET. HAUT ELASTIQ NE + UTILISE	04250550	DETENTE HOMME NE + UTILISER   	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425055055	DET. HAUTE LACET NE + UTILISER	04250550	DETENTE HOMME NE + UTILISER   	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425055060	DET. HAUTE VELCRO NE + UTILISE	04250550	DETENTE HOMME NE + UTILISER   	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425055065	DET. HAUTE ZIP NE + UTILISER  	04250550	DETENTE HOMME NE + UTILISER   	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425055070	DET. HAUTE BOUCLE NE + UTILISE	04250550	DETENTE HOMME NE + UTILISER   	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425055098	DIR - DETENTE HOMME NE + UTILI	04250550	DETENTE HOMME NE + UTILISER   	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425055505	MOCASSIN EXT HOMME            	04250555	EXTERIEUR HOMME               	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425055510	EXT BASSE ELASTIQUE HOMME     	04250555	EXTERIEUR HOMME               	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425055515	EXT BASSE LACET HOMME         	04250555	EXTERIEUR HOMME               	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425055520	EXT BASSE VELCRO HOMME        	04250555	EXTERIEUR HOMME               	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425055525	EXT BASSE BOUCLE HOMME        	04250555	EXTERIEUR HOMME               	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425055530	SANDALE EXT HOMME             	04250555	EXTERIEUR HOMME               	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425055535	EXT HAUTE ELASTIQUE HOMME     	04250555	EXTERIEUR HOMME               	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425055540	EXT HAUTE LACET HOMME         	04250555	EXTERIEUR HOMME               	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425055545	EXT HAUTE VELCRO HOMME        	04250555	EXTERIEUR HOMME               	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425055550	EXT HAUTE ZIP HOMME           	04250555	EXTERIEUR HOMME               	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425055555	EXT HAUTE BOUCLE HOMME        	04250555	EXTERIEUR HOMME               	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425055560	BOTTE EXT HOMME               	04250555	EXTERIEUR HOMME               	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425055565	EXT. ESPADRILLE HOMME         	04250555	EXTERIEUR HOMME               	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425055570	EXT. TONG HOMME               	04250555	EXTERIEUR HOMME               	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425055575	EXT. MULE HOMME               	04250555	EXTERIEUR HOMME               	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425055580	EXT. BOTTE PLUIE, NEIGE HOMME 	04250555	EXTERIEUR HOMME               	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425055585	EXT. SABOT DE JARDIN HOMME    	04250555	EXTERIEUR HOMME               	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425055598	DIR - EXTERIEUR HOMME         	04250555	EXTERIEUR HOMME               	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425059999	PDV - CHAUSSURE EXTERIEUR     	04250599	PDV - CHAUSSURE EXTERIEUR     	042505	CHAUSSURE EXTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425100205	BOTTON BAS                    	04251002	BOTTON LAYETTE                	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425100210	BOTTON HAUT                   	04251002	BOTTON LAYETTE                	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425100215	BOTTON COL TRICOT LAYETTE     	04251002	BOTTON LAYETTE                	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425100298	DIR - BOTTON LAYETTE          	04251002	BOTTON LAYETTE                	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425100505	SANS-GENE BABY                	04251005	INTERIEUR BABY (27)           	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425100510	BOTTILLON LACET BABY          	04251005	INTERIEUR BABY (27)           	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425100515	BOTTILLON GLISSIERE BABY      	04251005	INTERIEUR BABY (27)           	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425100520	BOTTILLON VELCRO BABY         	04251005	INTERIEUR BABY (27)           	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425100525	CHAUSSON CHAUSSETTE BABY      	04251005	INTERIEUR BABY (27)           	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425100530	BABY AVEC ACCESS. PRESENTATION	04251005	INTERIEUR BABY (27)           	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425100535	BOTTON COL TRICOT BABY        	04251005	INTERIEUR BABY (27)           	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425100598	DIR - INTERIEUR BABY (27)     	04251005	INTERIEUR BABY (27)           	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425101005	MULE FILLE                    	04251010	INTERIEUR FILLE               	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425101010	PANTOUFLE BASSE FILLE         	04251010	INTERIEUR FILLE               	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425101015	PANTOUFLE HAUTE FILLE         	04251010	INTERIEUR FILLE               	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425101020	CHAUSSON CHAUSSETTE FILLE     	04251010	INTERIEUR FILLE               	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425101025	FILLE AVEC ACCES. PRESENTATION	04251010	INTERIEUR FILLE               	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425101098	DIR - INTERIEUR FILLE         	04251010	INTERIEUR FILLE               	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425101505	MULE GARCON                   	04251015	INTERIEUR GARCON              	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425101510	PANTOUFLE BASSE GARCON        	04251015	INTERIEUR GARCON              	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425101515	PANTOUFLE HAUTE GARCON        	04251015	INTERIEUR GARCON              	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425101520	CHAUSSON CHAUSSETTE GARCON    	04251015	INTERIEUR GARCON              	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425101525	GARÇON AVEC ACCES. PRESENTAT. 	04251015	INTERIEUR GARCON              	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425101598	DIR - INTERIEUR GARCON        	04251015	INTERIEUR GARCON              	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425102005	MULE JUNIOR                   	04251020	INTERIEUR JUNIOR              	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425102010	PANTOUFLE BASSE JUNIOR        	04251020	INTERIEUR JUNIOR              	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425102015	PANTOUFLE HAUTE JUNIOR        	04251020	INTERIEUR JUNIOR              	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425102020	CHAUSSON CHAUSSETTE JUNIOR    	04251020	INTERIEUR JUNIOR              	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425102025	JUNIO AVEC ACCES. PRESENTATION	04251020	INTERIEUR JUNIOR              	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425102098	DIR - INTERIEUR JUNIOR        	04251020	INTERIEUR JUNIOR              	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425102505	MULE BOUT FERME FEMME         	04251025	INTERIEUR FEMME               	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425102510	MULE BOUT OUVERT FEMME        	04251025	INTERIEUR FEMME               	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425102515	SABOT BOUT FERME FEMME        	04251025	INTERIEUR FEMME               	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425102520	SABOT BOUT OUVERT FEMME       	04251025	INTERIEUR FEMME               	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425102525	PANTOUFLE FORME HAUTE FEMME   	04251025	INTERIEUR FEMME               	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425102530	PANTOUFLE FORME BASSE FEMME   	04251025	INTERIEUR FEMME               	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425102535	INTER CONF FEMME NE + UTILISER	04251025	INTERIEUR FEMME               	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425102540	CHAUSSON CHAUSSETTE FEMME     	04251025	INTERIEUR FEMME               	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425102545	FEMME AVEC ACCES. PRESENTATION	04251025	INTERIEUR FEMME               	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425102598	DIR - INTERIEUR FEMME         	04251025	INTERIEUR FEMME               	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425103005	MULE HOMME                    	04251030	INTERIEUR HOMME               	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425103010	PANTOUFLE BASSE HOMME         	04251030	INTERIEUR HOMME               	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425103015	PANTOUFLE HAUTE HOMME         	04251030	INTERIEUR HOMME               	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425103020	CHAUSSON CHAUSSETTE HOMME     	04251030	INTERIEUR HOMME               	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425103025	HOMME AVEC ACCES. PRESENTATION	04251030	INTERIEUR HOMME               	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425103098	DIR - INTERIEUR HOMME         	04251030	INTERIEUR HOMME               	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425109999	PDV - CHAUSSURE INTERIEUR     	04251099	PDV - CHAUSSURE INTERIEUR     	042510	CHAUSSURE INTERIEUR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425151005	TENNIS LACET BABY NE + UTILISE	04251510	SPORT BABY (27)               	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425151010	TENNIS VELCRO BAB NE + UTILISE	04251510	SPORT BABY (27)               	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425151015	LACET                         	04251510	SPORT BABY (27)               	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425151020	VELCRO                        	04251510	SPORT BABY (27)               	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425151025	TRAINING LACET BAB NE+ UTILISE	04251510	SPORT BABY (27)               	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425151030	TRAINING VELCRO BAB NE+UTILISE	04251510	SPORT BABY (27)               	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425151035	RYTHMIQUE                     	04251510	SPORT BABY (27)               	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425151040	SPORTOUVEREXTENSBAB NE+UTILISE	04251510	SPORT BABY (27)               	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425151045	ELASTIQUEE                    	04251510	SPORT BABY (27)               	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425151098	DIR - SPORT BABY (27)         	04251510	SPORT BABY (27)               	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425151205	TENNIS LACET ENF NE + UTILISER	04251512	SPORT ENFANT                  	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425151210	TENNIS VELCRO ENF NE + UTILISE	04251512	SPORT ENFANT                  	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425151215	LACET                         	04251512	SPORT ENFANT                  	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425151220	VELCRO                        	04251512	SPORT ENFANT                  	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425151225	TRAINING LACET ENF NE+ UTILISE	04251512	SPORT ENFANT                  	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425151230	TRAINING VELCRO ENF NE+UTILISE	04251512	SPORT ENFANT                  	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425151235	RYTHMIQUE                     	04251512	SPORT ENFANT                  	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425151240	CHAUSSURE FOOTBALL            	04251512	SPORT ENFANT                  	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425151245	CHAUSSURE CYCLISME            	04251512	SPORT ENFANT                  	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425151250	CHAUSSURE SKI                 	04251512	SPORT ENFANT                  	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425151255	CHAUSSURE AUTRE SPORT         	04251512	SPORT ENFANT                  	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425151260	SPORTOUVERTEXTENSENFNE+UTILISE	04251512	SPORT ENFANT                  	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425151265	ELASTIQUEE                    	04251512	SPORT ENFANT                  	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425151298	DIR - SPORT ENFANT            	04251512	SPORT ENFANT                  	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425151505	TENNIS LACET  NE+UTILISER     	04251515	SPORT JUNIOR                  	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425151510	TENNIS VELCRO  NE+UTILISER    	04251515	SPORT JUNIOR                  	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425151515	LACET                         	04251515	SPORT JUNIOR                  	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425151520	VELCRO                        	04251515	SPORT JUNIOR                  	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425151525	TRAINING LACET NE+UTILISER    	04251515	SPORT JUNIOR                  	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425151530	TRAINING VELCRO NE+UTILISER   	04251515	SPORT JUNIOR                  	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425151535	RYTHMIQUE                     	04251515	SPORT JUNIOR                  	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425151540	CHAUSSURE FOOTBALL            	04251515	SPORT JUNIOR                  	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425151545	CHAUSSURE CYCLISME            	04251515	SPORT JUNIOR                  	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425151550	CHAUSSURE SKI                 	04251515	SPORT JUNIOR                  	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425151555	TREKKING, RANDONNEE           	04251515	SPORT JUNIOR                  	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425151560	CHAUSSURE AUTRE SPORT         	04251515	SPORT JUNIOR                  	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425151565	SPORTOUVERTUREEXTENSNE+UTILISE	04251515	SPORT JUNIOR                  	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425151570	ELASTIQUEE                    	04251515	SPORT JUNIOR                  	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425151598	DIR - SPORT JUNIOR            	04251515	SPORT JUNIOR                  	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425152005	TENNIS LACET FEMME NE+UTILISER	04251520	SPORT FEMME                   	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425152010	TENNIS VELCRO FEMME NE+UTILISE	04251520	SPORT FEMME                   	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425152015	LACET                         	04251520	SPORT FEMME                   	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425152020	VELCRO                        	04251520	SPORT FEMME                   	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425152025	TRAINING LACET  NE+UTILISER   	04251520	SPORT FEMME                   	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425152030	TRAINING VELCRO  NE+UTILISE   	04251520	SPORT FEMME                   	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425152035	RYTHMIQUE                     	04251520	SPORT FEMME                   	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425152040	CHAUSSURE SKI                 	04251520	SPORT FEMME                   	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425152045	TREKKING, RANDONNEE           	04251520	SPORT FEMME                   	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425152050	CHAUSSURE AUTRE SPORT         	04251520	SPORT FEMME                   	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425152055	SPORTOUVERTUREEXTENSNE+UTILISE	04251520	SPORT FEMME                   	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425152060	ELASTIQUEE                    	04251520	SPORT FEMME                   	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425152098	DIR - SPORT FEMME             	04251520	SPORT FEMME                   	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425152505	TENNIS LACET HOMME NE+UTILISER	04251525	SPORT HOMME                   	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425152510	TENNIS VELCRO HOMM NE+UTILISER	04251525	SPORT HOMME                   	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425152515	LACET                         	04251525	SPORT HOMME                   	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425152520	VELCRO                        	04251525	SPORT HOMME                   	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425152525	TRAINING LACET HOMM NE+UTILISE	04251525	SPORT HOMME                   	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425152530	TRAINING VELCRO HOM NE+UTILISE	04251525	SPORT HOMME                   	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425152535	RYTHMIQUE                     	04251525	SPORT HOMME                   	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425152540	CHAUSSURE FOOTBALL            	04251525	SPORT HOMME                   	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
